type_id;description_category_id;путь;тип товара;статус;ошибки
971888493;46590429;Кино, музыка, видеоигры, софт / Кино, музыка, видеоигры, софт / Пластинка виниловая;Пластинка виниловая;фото отклонено;DESCRIPTION_DECLINE:4194
97394;17028920;Музыкальные инструменты / Клавишные инструменты / Аккордеон;Аккордеон;не создано;
971123121;17028920;Музыкальные инструменты / Клавишные инструменты / Модульная система;Модульная система;не создано;
970896657;17028920;Музыкальные инструменты / Клавишные инструменты / Баян;Баян;не создано;
972936740;17028622;Музыкальные инструменты / Струнные инструменты / Альт;Альт;не создано;
972936738;17028622;Музыкальные инструменты / Струнные инструменты / Скрипка;Скрипка;не создано;
95861;17028622;Музыкальные инструменты / Струнные инструменты / Укулеле;Укулеле;не создано;
96832;18262714;Музыкальные инструменты / Ударные инструменты и перкуссия / Ксилофон;Ксилофон;не создано;
96821;18262713;Музыкальные инструменты / Духовые инструменты / Кларнет;Кларнет;не создано;
96827;18262713;Музыкальные инструменты / Духовые инструменты / Баритон;Баритон;не создано;
96819;18262713;Музыкальные инструменты / Духовые инструменты / Мелодика;Мелодика;не создано;
96823;18262713;Музыкальные инструменты / Духовые инструменты / Горн;Горн;не создано;
96810;18262713;Музыкальные инструменты / Духовые инструменты / Флейта;Флейта;не создано;
971107919;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / Грувбокс;Грувбокс;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
95853;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / MIDI-клавиатура;MIDI-клавиатура;фото отклонено;"DESCRIPTION_DECLINE:4194;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0;warning_all_image_failed:4194"
971107921;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / Сэмплер;Сэмплер;фото отклонено;"DESCRIPTION_DECLINE:4194;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0;warning_all_image_failed:4194"
971107922;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / Секвенсор;Секвенсор;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970964751;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / Кроссфейдер для микшера;Кроссфейдер для микшера;фото отклонено;"DESCRIPTION_DECLINE:4194;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0;warning_all_image_failed:4194"
971106095;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / Таймкод для диджеинга;Таймкод для диджеинга;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
91908;17028949;Музыкальные инструменты / Электронные музыкальные инструменты / Микшер;Микшер;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971065372;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Аксессуар для дирижера;Аксессуар для дирижера;фото отклонено;DESCRIPTION_DECLINE:4194
971156243;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Подставка для музыкальных инструментов;Подставка для музыкальных инструментов;не создано;
970693384;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Контроллер для гитарного усилителя;Контроллер для гитарного усилителя;фото отклонено;DESCRIPTION_DECLINE:4194
97398;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Метроном;Метроном;не создано;
971422234;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Аксессуар для клавишных инструментов;Аксессуар для клавишных инструментов;не создано;
95826;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Тюнер музыкальный;Тюнер музыкальный;не создано;
95661;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Гитарный комбоусилитель;Гитарный комбоусилитель;не создано;
592744674;17028927;Музыкальные инструменты / Аксессуары к музыкальным инструментам / Чехол для музыкального инструмента;Чехол для музыкального инструмента;не создано;
971445089;200001486;Книги / Антикварные издания (до 1941 г. включительно) / Газета;Газета;другая ошибка;"CONDITIONAL_ATTRIBUTE_ERROR:4182;warning_attribute_values_empty:4182"
971445088;200001486;Книги / Антикварные издания (до 1941 г. включительно) / Журнал;Журнал;другая ошибка;"CONDITIONAL_ATTRIBUTE_ERROR:4182;warning_attribute_values_empty:4182"
971445087;200001486;Книги / Антикварные издания (до 1941 г. включительно) / Печатная книга;Печатная книга;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971445089;200001485;Книги / Букинистические издания (1942-2010 гг.) / Газета;Газета;не создано;
971445088;200001485;Книги / Букинистические издания (1942-2010 гг.) / Журнал;Журнал;не создано;
971445087;200001485;Книги / Букинистические издания (1942-2010 гг.) / Печатная книга;Печатная книга;не создано;
971445087;200001483;Книги / Современные печатные издания (с 2011 г.) / Печатная книга;Печатная книга;не создано;
971445089;200001483;Книги / Современные печатные издания (с 2011 г.) / Газета;Газета;не создано;
971445088;200001483;Книги / Современные печатные издания (с 2011 г.) / Журнал;Журнал;не создано;
94409;17028702;Спорт и отдых / Аксессуары и принадлежности для рыбалки / Поппер;Поппер;не создано;
94405;17028702;Спорт и отдых / Аксессуары и принадлежности для рыбалки / Подсачек;Подсачек;не создано;
94416;17028702;Спорт и отдых / Аксессуары и принадлежности для рыбалки / Сигнализатор поклевки;Сигнализатор поклевки;фото отклонено;DESCRIPTION_DECLINE:4194
970666962;76485760;Спорт и отдых / Фехтование / Сабля для фехтования;Сабля для фехтования;другая ошибка;FB_KHOLODNYAK:4180
970666960;76485760;Спорт и отдых / Фехтование / Шпага для фехтования;Шпага для фехтования;другая ошибка;FB_KHOLODNYAK:4180
970666969;76485760;Спорт и отдых / Фехтование / Аксессуары для фехтовального оружия;Аксессуары для фехтовального оружия;другая ошибка;
970666970;76485760;Спорт и отдых / Фехтование / Рапира;Рапира;другая ошибка;FB_KHOLODNYAK:4180
94321;17028689;Спорт и отдых / Аксессуары для туризма / Трос туристический;Трос туристический;не создано;
970743480;17028999;Спорт и отдых / ЗИП для роликов, самокатов, скейтбордов / Колесо для самоката;Колесо для самоката;фото отклонено;DESCRIPTION_DECLINE:4194
94166;17028711;Спорт и отдых / Экипировка и защита / Перчатки вратарские;Перчатки вратарские;не создано;
97972;17028711;Спорт и отдых / Экипировка и защита / Каска альпинистская;Каска альпинистская;фото отклонено;DESCRIPTION_DECLINE:4194
970677199;17028711;Спорт и отдых / Экипировка и защита / Спортивный компрессионный нарукавник;Спортивный компрессионный нарукавник;фото отклонено;DESCRIPTION_DECLINE:4194
971325102;17028711;Спорт и отдых / Экипировка и защита / Пластырь для похудения;Пластырь для похудения;другая ошибка;BR_medical_device:22508
971047760;17028711;Спорт и отдых / Экипировка и защита / Атлетическая лента;Атлетическая лента;другая ошибка;error_card_with_deleted_photos:0
971284923;17028711;Спорт и отдых / Экипировка и защита / Подшлемник для хоккея;Подшлемник для хоккея;не создано;
970703535;17028711;Спорт и отдых / Экипировка и защита / Каска для страйкбола;Каска для страйкбола;фото отклонено;DESCRIPTION_DECLINE:4194
94218;17028711;Спорт и отдых / Экипировка и защита / Повязка на голову спортивная;Повязка на голову спортивная;фото отклонено;DESCRIPTION_DECLINE:4194
94225;17028711;Спорт и отдых / Экипировка и защита / Кинезиотейп;Кинезиотейп;другая ошибка;error_card_with_deleted_photos:0
971101480;17028911;Спорт и отдых / Бинокли и подзорные трубы / Подзорная труба;Подзорная труба;фото отклонено;DESCRIPTION_DECLINE:4194
93547;17029006;Спорт и отдых / Мячи, воланы, снаряды / Фальшпатроны;Фальшпатроны;другая ошибка;"BR_hazard_class1:9782;FB_Patrony:22508"
970673984;17029006;Спорт и отдых / Мячи, воланы, снаряды / Мяч для гольфа;Мяч для гольфа;фото отклонено;DESCRIPTION_DECLINE:4194
93563;17029006;Спорт и отдых / Мячи, воланы, снаряды / Спортивный массажный мяч;Спортивный массажный мяч;фото отклонено;DESCRIPTION_DECLINE:4194
93558;17029006;Спорт и отдых / Мячи, воланы, снаряды / Мяч баскетбольный;Мяч баскетбольный;не создано;
93565;17029006;Спорт и отдых / Мячи, воланы, снаряды / Мяч футбольный;Мяч футбольный;не создано;
93551;17029006;Спорт и отдых / Мячи, воланы, снаряды / Воланы;Воланы;не создано;
93560;17029006;Спорт и отдых / Мячи, воланы, снаряды / Мяч для гандбола;Мяч для гандбола;не создано;
970954769;17028707;Спорт и отдых / Аксессуары и инвентарь для тяжелой атлетики / Силовая манжета;Силовая манжета;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
115947384;17028707;Спорт и отдых / Аксессуары и инвентарь для тяжелой атлетики / Штанга;Штанга;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
94126;17029000;Спорт и отдых / Спортивный инвентарь / Булава для гимнастики;Булава для гимнастики;другая ошибка;FB_KHOLODNYAK:4180
92986;17029000;Спорт и отдых / Спортивный инвентарь / Бумеранг;Бумеранг;другая ошибка;error_card_with_deleted_photos:0
970870904;17029000;Спорт и отдых / Спортивный инвентарь / Колышки для гольфа;Колышки для гольфа;фото отклонено;DESCRIPTION_DECLINE:4194
970662052;17029000;Спорт и отдых / Спортивный инвентарь / Баллон для дайвинга;Баллон для дайвинга;фото отклонено;DESCRIPTION_DECLINE:4194
94140;17029000;Спорт и отдых / Спортивный инвентарь / Нунчаки;Нунчаки;другая ошибка;FB_NUNCHAKI:22508
970666948;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для волейбола;Аксессуары для волейбола;фото отклонено;DESCRIPTION_DECLINE:4194
971040952;17029000;Спорт и отдых / Спортивный инвентарь / Торцевая лента для ракетки;Торцевая лента для ракетки;фото отклонено;DESCRIPTION_DECLINE:4194
970673989;17029000;Спорт и отдых / Спортивный инвентарь / Лунка для гольфа;Лунка для гольфа;фото отклонено;DESCRIPTION_DECLINE:4194
238989892;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для плавания;Аксессуары для плавания;фото отклонено;DESCRIPTION_DECLINE:4194
970974562;17029000;Спорт и отдых / Спортивный инвентарь / Баскетбольная стойка;Баскетбольная стойка;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
94131;17029000;Спорт и отдых / Спортивный инвентарь / Колобашка;Колобашка;фото отклонено;DESCRIPTION_DECLINE:4194
971092412;17029000;Спорт и отдых / Спортивный инвентарь / Защитное кольцо для мишени;Защитное кольцо для мишени;другая ошибка;DESCRIPTION_DECLINE:22507
970858513;17029000;Спорт и отдых / Спортивный инвентарь / Подставка для мяча;Подставка для мяча;фото отклонено;DESCRIPTION_DECLINE:4194
970743120;17029000;Спорт и отдых / Спортивный инвентарь / Компьютер для дайвинга;Компьютер для дайвинга;фото отклонено;DESCRIPTION_DECLINE:4194
970884225;17029000;Спорт и отдых / Спортивный инвентарь / Мяч для метания;Мяч для метания;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970743108;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для дайвинга;Аксессуары для дайвинга;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
221593755;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для аквааэробики;Аксессуары для аквааэробики;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970697812;17029000;Спорт и отдых / Спортивный инвентарь / Подушка для растяжки;Подушка для растяжки;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
94137;17029000;Спорт и отдых / Спортивный инвентарь / Конус для разметки;Конус для разметки;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
96901;17029000;Спорт и отдых / Спортивный инвентарь / Наручники полицейские;Наручники полицейские;другая ошибка;FB_handcuffs:22508
970853188;17029000;Спорт и отдых / Спортивный инвентарь / Спортивный таймер метроном;Спортивный таймер метроном;фото отклонено;DESCRIPTION_DECLINE:4194
970666975;17029000;Спорт и отдых / Спортивный инвентарь / Макет гранаты;Макет гранаты;другая ошибка;error_card_with_deleted_photos:0
96903;17029000;Спорт и отдых / Спортивный инвентарь / Капитанская повязка;Капитанская повязка;фото отклонено;DESCRIPTION_DECLINE:4194
970628947;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для бейсбола;Аксессуары для бейсбола;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970995237;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для бокса;Аксессуары для бокса;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98158;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для тенниса;Аксессуары для тенниса;фото отклонено;DESCRIPTION_DECLINE:4194
970666973;17029000;Спорт и отдых / Спортивный инвентарь / Макет пистолета;Макет пистолета;другая ошибка;error_card_with_deleted_photos:0
96907;17029000;Спорт и отдых / Спортивный инвентарь / Оружие для единоборств;Оружие для единоборств;другая ошибка;
971839769;17029000;Спорт и отдых / Спортивный инвентарь / Аксессуары для гимнастики;Аксессуары для гимнастики;фото отклонено;DESCRIPTION_DECLINE:4194
970829667;17029000;Спорт и отдых / Спортивный инвентарь / Бокс для спортивной капы;Бокс для спортивной капы;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971047080;17029000;Спорт и отдых / Спортивный инвентарь / Оборудование для OCR;Оборудование для OCR;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
94132;17029000;Спорт и отдых / Спортивный инвентарь / Кольцо баскетбольное;Кольцо баскетбольное;другая ошибка;DESCRIPTION_DECLINE:22507
970889537;17029000;Спорт и отдых / Спортивный инвентарь / Перчатка для бейсбола;Перчатка для бейсбола;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970695813;17029000;Спорт и отдых / Спортивный инвентарь / Учебный газовый баллончик;Учебный газовый баллончик;другая ошибка;FB_BALLONCHIKI:4180
559455262;17029000;Спорт и отдых / Спортивный инвентарь / Тренажер футбольный;Тренажер футбольный;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
96985;17029000;Спорт и отдых / Спортивный инвентарь / Меч тренировочный;Меч тренировочный;другая ошибка;FB_KHOLODNYAK:4180
971300743;17029000;Спорт и отдых / Спортивный инвентарь / Электронное судейство;Электронное судейство;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98089;17029000;Спорт и отдых / Спортивный инвентарь / Макет ножа;Макет ножа;фото отклонено;DESCRIPTION_DECLINE:4194
970707283;17029000;Спорт и отдых / Спортивный инвентарь / Корзина для теннисных мячей;Корзина для теннисных мячей;фото отклонено;DESCRIPTION_DECLINE:4194
115949880;17029013;Спорт и отдых / Эхолоты и аксессуары / Крепление для эхолота;Крепление для эхолота;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970796946;17029013;Спорт и отдых / Эхолоты и аксессуары / Защитная крышка на дисплей эхолота;Защитная крышка на дисплей эхолота;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98559;17029005;Спорт и отдых / Кемпинговая мебель / Кухня кемпинговая;Кухня кемпинговая;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970954001;17029005;Спорт и отдых / Кемпинговая мебель / Платформа рыболовная;Платформа рыболовная;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971036157;17029005;Спорт и отдых / Кемпинговая мебель / Аксессуары для туристической кровати;Аксессуары для туристической кровати;фото отклонено;DESCRIPTION_DECLINE:4194
971045889;17028709;Спорт и отдых / Фитнес и йога / Слайд доска;Слайд доска;другая ошибка;DESCRIPTION_DECLINE:22507
970781496;17028709;Спорт и отдых / Фитнес и йога / Насыпной снаряд;Насыпной снаряд;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971364346;17028709;Спорт и отдых / Фитнес и йога / Заглушка для фитбола;Заглушка для фитбола;фото отклонено;DESCRIPTION_DECLINE:4194
970664628;17028709;Спорт и отдых / Фитнес и йога / Валик для пилатеса;Валик для пилатеса;фото отклонено;DESCRIPTION_DECLINE:4194
859554895;17028709;Спорт и отдых / Фитнес и йога / Координационная дорожка;Координационная дорожка;другая ошибка;DESCRIPTION_DECLINE:22507
115947433;17028709;Спорт и отдых / Фитнес и йога / Степ платформа;Степ платформа;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971126773;17028709;Спорт и отдых / Фитнес и йога / Канат для кроссфита;Канат для кроссфита;фото отклонено;DESCRIPTION_DECLINE:4194
971290276;17028709;Спорт и отдых / Фитнес и йога / Тренажер-реформер для пилатеса;Тренажер-реформер для пилатеса;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970679867;17028709;Спорт и отдых / Фитнес и йога / Обмотка для обруча;Обмотка для обруча;фото отклонено;DESCRIPTION_DECLINE:4194
95921;17028709;Спорт и отдых / Фитнес и йога / Фитбол;Фитбол;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970725295;17028709;Спорт и отдых / Фитнес и йога / Трос для скакалки;Трос для скакалки;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970727018;17028709;Спорт и отдых / Фитнес и йога / Кольца для кросс-тренинга;Кольца для кросс-тренинга;фото отклонено;DESCRIPTION_DECLINE:4194
95918;17028709;Спорт и отдых / Фитнес и йога / Коврик для йоги, фитнеса;Коврик для йоги, фитнеса;фото отклонено;DESCRIPTION_DECLINE:4194
971025807;17028709;Спорт и отдых / Фитнес и йога / Подушка на глаза для медитации;Подушка на глаза для медитации;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
95917;17028709;Спорт и отдых / Фитнес и йога / Бодибар;Бодибар;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970664630;17028709;Спорт и отдых / Фитнес и йога / Болстер;Болстер;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
115947437;17028709;Спорт и отдых / Фитнес и йога / Эспандер;Эспандер;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98063;17028709;Спорт и отдых / Фитнес и йога / Пропс для йоги;Пропс для йоги;фото отклонено;DESCRIPTION_DECLINE:4194
98041;17028709;Спорт и отдых / Фитнес и йога / Жироанализатор;Жироанализатор;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
95916;17028709;Спорт и отдых / Фитнес и йога / Блок для йоги;Блок для йоги;фото отклонено;DESCRIPTION_DECLINE:4194
970700415;17028709;Спорт и отдых / Фитнес и йога / Фитнес-резинка;Фитнес-резинка;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970725249;17028709;Спорт и отдых / Фитнес и йога / Подушка балансировочная;Подушка балансировочная;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970804379;17028709;Спорт и отдых / Фитнес и йога / Доска садху;Доска садху;другая ошибка;DESCRIPTION_DECLINE:22507
970589820;17028709;Спорт и отдых / Фитнес и йога / Диски для скольжения;Диски для скольжения;другая ошибка;DESCRIPTION_DECLINE:22507
970707299;17028709;Спорт и отдых / Фитнес и йога / Аксессуары для йоги;Аксессуары для йоги;фото отклонено;DESCRIPTION_DECLINE:4194
98065;17028709;Спорт и отдых / Фитнес и йога / Подушка для йоги;Подушка для йоги;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
95714;17028705;Спорт и отдых / Столы для настольного тенниса / Теннисный стол;Теннисный стол;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970779723;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Духовая трубка;Духовая трубка;другая ошибка;error_card_with_deleted_photos:0
970804431;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пулемет страйкбольный;Пулемет страйкбольный;другая ошибка;error_card_with_deleted_photos:0
94121;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пистолет, револьвер страйкбольный;Пистолет, револьвер страйкбольный;другая ошибка;error_card_with_deleted_photos:0
98155;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Охолощенный пистолет, револьвер;Охолощенный пистолет, револьвер;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971438752;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Скоба для кобуры;Скоба для кобуры;фото отклонено;"DESCRIPTION_DECLINE:4194;DESCRIPTION_DECLINE:22507"
970671461;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Граната для пейнтбола;Граната для пейнтбола;другая ошибка;error_card_with_deleted_photos:0
94123;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Рогатка;Рогатка;другая ошибка;error_card_with_deleted_photos:0
98154;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Охолощенная винтовка;Охолощенная винтовка;другая ошибка;
94112;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Гранатомет, миномет страйкбольные;Гранатомет, миномет страйкбольные;другая ошибка;error_card_with_deleted_photos:0
94110;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Винтовка страйкбольная;Винтовка страйкбольная;другая ошибка;FB_PNEVMAT_muzzle_energy:10739
970742803;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматический пистолет-пулемет;Пневматический пистолет-пулемет;другая ошибка;error_card_with_deleted_photos:0
94108;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Арбалет;Арбалет;другая ошибка;error_card_with_deleted_photos:0
970724815;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Граната страйкбольная;Граната страйкбольная;другая ошибка;error_card_with_deleted_photos:0
970724816;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Выстрел страйкбольный;Выстрел страйкбольный;другая ошибка;error_card_with_deleted_photos:0
834539505;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматическое ружье для подводной охоты;Пневматическое ружье для подводной охоты;другая ошибка;error_card_with_deleted_photos:0
971367781;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Лук традиционный;Лук традиционный;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98053;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Охолощенный автомат;Охолощенный автомат;другая ошибка;
94114;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Дробовик страйкбольный;Дробовик страйкбольный;другая ошибка;error_card_with_deleted_photos:0
970742802;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматический револьвер;Пневматический револьвер;другая ошибка;error_card_with_deleted_photos:0
94106;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматический автомат;Пневматический автомат;другая ошибка;error_card_with_deleted_photos:0
94116;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Лук спортивный;Лук спортивный;другая ошибка;error_card_with_deleted_photos:0
94107;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Автомат страйкбольный;Автомат страйкбольный;другая ошибка;error_card_with_deleted_photos:0
834404554;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Арбалет для подводной охоты;Арбалет для подводной охоты;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
94120;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматический пистолет;Пневматический пистолет;другая ошибка;error_card_with_deleted_photos:0
970671462;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Дымовая шашка;Дымовая шашка;другая ошибка;error_card_with_deleted_photos:0
94109;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматическая винтовка;Пневматическая винтовка;другая ошибка;error_card_with_deleted_photos:0
94113;17029011;Спорт и отдых / Пневматическое оружие и арбалеты / Пневматический дробовик;Пневматический дробовик;другая ошибка;error_card_with_deleted_photos:0
970800763;86811869;Спорт и отдых / Боулинг / Аксессуары для боулинга;Аксессуары для боулинга;фото отклонено;DESCRIPTION_DECLINE:4194
970800623;86811869;Спорт и отдых / Боулинг / Перчатки для боулинга;Перчатки для боулинга;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970671483;77024504;Спорт и отдых / Пейнтбол / Аксессуары для пейнтбола;Аксессуары для пейнтбола;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970669338;77024504;Спорт и отдых / Пейнтбол / Шар для пейнтбола;Шар для пейнтбола;фото отклонено;DESCRIPTION_DECLINE:4194
970671326;77023805;Спорт и отдых / Конный спорт / Аксессуары для конного спорта;Аксессуары для конного спорта;фото отклонено;DESCRIPTION_DECLINE:4194
970862362;17028690;Спорт и отдых / Охота и стрельба / Прибор ночного видения;Прибор ночного видения;фото отклонено;DESCRIPTION_DECLINE:4194
96937;17028690;Спорт и отдых / Охота и стрельба / Манок;Манок;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98141;17028690;Спорт и отдых / Охота и стрельба / Оружейная смазка;Оружейная смазка;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970865378;17028690;Спорт и отдых / Охота и стрельба / Станок для снаряжения патронов;Станок для снаряжения патронов;другая ошибка;FB_Patrony:22508
970687096;17028690;Спорт и отдых / Охота и стрельба / Пулелейка;Пулелейка;другая ошибка;FB_bullet:22508
970740670;17028690;Спорт и отдых / Охота и стрельба / ДТК;ДТК;другая ошибка;DESCRIPTION_DECLINE:4180
970831548;17028690;Спорт и отдых / Охота и стрельба / Аксессуары для охоты;Аксессуары для охоты;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970893377;17028690;Спорт и отдых / Охота и стрельба / Медальоны, держатели для охотничьих трофеев;Медальоны, держатели для охотничьих трофеев;фото отклонено;DESCRIPTION_DECLINE:4194
971452949;17028690;Спорт и отдых / Охота и стрельба / Целик;Целик;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970974756;17028690;Спорт и отдых / Охота и стрельба / Защитный корпус для фотоловушки;Защитный корпус для фотоловушки;другая ошибка;DESCRIPTION_DECLINE:22507
971369396;17028690;Спорт и отдых / Охота и стрельба / Светоотражающая экипировка для охоты;Светоотражающая экипировка для охоты;фото отклонено;DESCRIPTION_DECLINE:4194
970778862;17028690;Спорт и отдых / Охота и стрельба / Подушка для стрельбы;Подушка для стрельбы;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
970774952;17028690;Спорт и отдых / Охота и стрельба / Защитная крышка для прицела;Защитная крышка для прицела;фото отклонено;DESCRIPTION_DECLINE:4194
971291490;17028690;Спорт и отдых / Охота и стрельба / Стрелковый тренажер;Стрелковый тренажер;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
98134;17028690;Спорт и отдых / Охота и стрельба / Набор для чистки оружия;Набор для чистки оружия;другая ошибка;SPU_ALREADY_EXISTS_IN_ANOTHER_ACCOUNT:0
971097012;17028690;Спорт и отдых / Охота и стрельба / Насадки сменные для ружья;Насадки сменные для ружья;фото отклонено;"DESCRIPTION_DECLINE:4194;DESCRIPTION_DECLINE:22507"
970634347;17028690;Спорт и отдых / Охота и стрельба / Капкан, аксессуары для капкана;Капкан, аксессуары для капкана;другая ошибка;FB_KAPKAN:4180
